Newspaper Name,Accident date,Header,News title,Deaths,Injured
Dhaka Tribune,Sep 25 2018,"Truck ploughs through autorickshaw stand in Chittagong, kills 5",Truck ploughs thru' Chittagong autorickshaw...,5,0
Dhaka Tribune,Sep 25 2018,Road crashes kill 10 across Bangladesh,Road crashes kill 10 across...,10,0
Dhaka Tribune,Sep 22 2018,"5 killed in road accidents in Khulna, Rajshahi","5 killed in road accidents in Khulna,...",5,0
Dhaka Tribune,Sep 21 2018,Road accidents kill four across Bangladesh,Road accidents kill four across...,4,0
Dhaka Tribune,Sep 20 2018,"Road accidents kill 3 in Comilla, Khulna","Road accidents kill 3 in Comilla,...",3,0
Dhaka Tribune,Sep 20 2018,"3 found dead in Ashulia, Savar","3 found dead in Ashulia, Savar",3,0
Dhaka Tribune,Sep 18 2018,"Car breaks railing, plunges into Hatirjheel Lake","Car breaks railing, plunges into Hatirjheel...",0,0
Dhaka Tribune,Sep 15 2018,"Rangpur bus collision kills 2, injures 20","Rangpur bus collision kills 2, injures...",2,20
Dhaka Tribune,Sep 13 2018,Road crashes kill 5 in two districts,Road crashes kill 5 in two...,5,0
Dhaka Tribune,Sep 12 2018,9 killed in separate road accidents,9 killed in separate road,9,0
Dhaka Tribune,Sep 11 2018,Road accident kills NSU student in Hatirjheel,Road accident kills NSU student in...,1,0
Dhaka Tribune,Sep 8 2018,Two bikers killed in Gaibandha road accident,Two bikers killed in Gaibandha road...,2,0
Dhaka Tribune,Sep 5 2018,"6 killed, 15 injured in road accidents","6 killed, 15 injured in road...",6,15
Dhaka Tribune,Sep 3 2018,Police SI killed in Dhaka road crash,Police SI killed in Dhaka road...,1,0
Dhaka Tribune,Sep 2 2018,"Separate road accidents kill 3, injured 37 in Bogra","Separate road accidents kill 3, injured...",3,37
Dhaka Tribune,Sep 2 2018,4 killed in Netrokona road accident,4 killed in Netrokona road,4,0
Dhaka Tribune,Sep 1 2018,Boy killed after being hit by a bus in Kushtia,Boy killed after being hit by a bus...,1,0
Dhaka Tribune,Sep 1 2018,5 killed in Gaibandha road accident,5 killed in Gaibandha road,5,0
Dhaka Tribune,Aug 31 2018,"Death of infant Akifa: Case filed against bus driver, 2 others",Death of Akifa: Case filed against bus...,1,0
Dhaka Tribune,Aug 31 2018,2 killed in Dinajpur road accident,2 killed in Dinajpur road accident,2,0
Dhaka Tribune,Aug 31 2018,Road accident: 1-year-old loses battle for life,Road accident: 1-year-old loses battle...,1,0
Dhaka Tribune,Aug 28 2018,Eleven people killed in road accidents across Bangladesh,Road crashes kill 11,11,0
Dhaka Tribune,Aug 28 2018,Father and son killed in Comilla road accident,Father and son killed in Comilla road...,2,0
Dhaka Tribune,Aug 26 2018,Natore road accident death toll rises to 15,Natore road accident death toll rises...,15,0
Dhaka Tribune,Aug 25 2018,2 women killed in Comilla road crash,2 women killed in Comilla road...,2,0
Dhaka Tribune,Aug 23 2018,"5 killed, 21 injured in Gopalganj road accidents","5 killed, 21 injured in Gopalganj road...",5,21
Dhaka Tribune,Aug 21 2018,26 injured in Habiganj road accident,26 injured in Habiganj road...,26,0
Dhaka Tribune,Aug 21 2018,11 killed in Narsingdi as bus-human haulier collide head-on,11 killed in Narsingdi road crash,11,0
Dhaka Tribune,Aug 20 2018,6 killed in Feni road accident,6 killed in Feni road accident,6,0
Dhaka Tribune,Aug 19 2018,Road accidents kill 6 across the country,Road accidents kill 6 across the...,6,0
Dhaka Tribune,Aug 19 2018,Road crash kills worker near PM’s office,Road crash kills worker near PM’s...,1,0
Dhaka Tribune,Aug 18 2018,15 injured in road accident in Jhenidah,15 injured in road accident in...,0,15
Dhaka Tribune,Aug 16 2018,"Four killed as speeding vehicles plough through shops in Rajshahi, Chuadanga",Four killed as speeding vehicles plough...,4,0
Dhaka Tribune,Aug 15 2018,4 children among 7 killed in Narsingdi road crash,4 children among 7 killed in Narsingdi...,7,0
Dhaka Tribune,Aug 11 2018,Road crashes kill 11 across the country,Road crashes kill 11 across the...,11,0
Dhaka Tribune,Aug 6 2018,2 including student killed by human hauler in Narsingdi,"2, including student, killed in Narsingdi...",2,0
Dhaka Tribune,Aug 3 2018,Bus torched after it kills motorcyclist in Dhaka amidst movement for safe roads,Bus torched in Dhaka after it kills...,1,0
Dhaka Tribune,Aug 2 2018,Child killed in bus accident in Satkhira,Child killed in bus accident in...,1,0
Dhaka Tribune,Jul 31 2018,Another schoolgirl killed by speeding bus in Comilla,Another schoolgirl killed by speeding...,1,0
Dhaka Tribune,Jul 30 2018,"2 students killed, 7 injured in Airport Road accident","2 students killed, 7 injured in Airport...",2,7
Dhaka Tribune,Jul 29 2018,7 killed in Barguna road accident,7 killed in Barguna road accident,7,0
Dhaka Tribune,Jul 26 2018,Five killed in road crashes in two districts,Five killed in road crashes in two...,5,0
Dhaka Tribune,Jul 22 2018,Road accidents kill 17 across the country,Road accidents kill 17 across the...,17,0
Dhaka Tribune,Jul 22 2018,Man killed in motorcycle accident in Mohakhali,Man killed in motorcycle accident in...,1,0
Dhaka Tribune,Jul 20 2018,3 killed in Jamalpur road accident,3 killed in Jamalpur road accident,3,0
Dhaka Tribune,Jul 20 2018,Two dead in Naogaon road accident,Two dead in Naogaon road accident,2,0
Dhaka Tribune,Jul 19 2018,Four killed in Cox’s Bazar road crash,Four killed in Cox’s Bazar road...,4,0
Dhaka Tribune,Jul 16 2018,Road accident kills 2 in Cox’s Bazar,Road accident kills 2 in Cox’s...,2,0
Dhaka Tribune,Jul 11 2018,"Road accidents kill 11, injure 30 in six districts",11 killed in road crashes,11,0
Dhaka Tribune,Jul 9 2018,Eight killed in separate road crashes,Eight killed in separate road...,8,0
Dhaka Tribune,Jul 4 2018,"Father, daughter killed in Naogaon road crash","Father, daughter killed in Naogaon road...",2,0
Dhaka Tribune,Jun 26 2018,6 killed in Tangail road accidents,6 killed in Tangail road accidents,6,0
Dhaka Tribune,Jun 25 2018,Road crashes kill 7 in six districts,Road crashes kill 7 in six...,7,0
Dhaka Tribune,Jun 24 2018,Road accidents kill 37 across Bangladesh,Road accidents kill 37 across...,37,0
Dhaka Tribune,Jun 23 2018,Road accident kills 18 in Gaibandha,Road accident kills 18 in,18,0
Dhaka Tribune,Jun 23 2018,"Six accidents claim 11 lives, injure 50 across country","Six accidents claim 11 lives, injure...",11,50
Dhaka Tribune,Jun 20 2018,Road accidents in three districts claim seven lives,Road accidents claim seven lives,7,0
Dhaka Tribune,Jun 20 2018,Seven killed in road crashes,Seven killed in road crashes,7,0
Dhaka Tribune,Jun 19 2018,Police officer Helal Uddin of 10-truck arms case killed in accident,Helal of 10-truck arms case dies in...,1,0
Dhaka Tribune,Jun 19 2018,Road crashes kill 16 in six districts,Road crashes kill 16 in six...,16,0
Dhaka Tribune,Jun 18 2018,"6 killed in Noakhali, Tangail road accidents","6 killed in Noakhali, Tangail road...",6,0
Dhaka Tribune,Jun 17 2018,3 killed in Noakhali road accident,3 killed in Noakhali road accident,3,0
Dhaka Tribune,Jun 17 2018,Road crashes kill 8 in four districts,Road crashes kill 8 in four...,8,0
Dhaka Tribune,Jun 10 2018,Road accidents: 9 dead in 6 districts,Road accidents: 9 dead in 6...,9,0
Dhaka Tribune,Jun 9 2018,Road crashes kill 9 in four districts,Road crashes kill 9 in four...,9,0
Dhaka Tribune,Jun 8 2018,Road accidents claim 10 lives in 5 districts,Road accidents claim 10 lives in 5...,10,0
Dhaka Tribune,Jun 6 2018,4 killed in Tangail road accident,4 killed in Tangail road accident,4,0
Dhaka Tribune,Jun 6 2018,Road crashes kill 10 in four districts,Road crashes kill 10 in four...,10,0
Dhaka Tribune,Jun 3 2018,3 killed in Sirajganj road crash,3 killed in Sirajganj road crash,3,0
Dhaka Tribune,Jun 3 2018,Road crashes kill 13 across the country,Road crashes kill 13 across the...,13,0
Dhaka Tribune,Jun 3 2018,2 killed in Lalmonirhat road accident,2 killed in Lalmonirhat road...,2,0
Dhaka Tribune,Jun 1 2018,2 Bangladeshi blue helmets killed in Central African Republic crash,2 Bangladeshi blue helmets killed in...,2,0
Dhaka Tribune,May 26 2018,Two motorcycle riders killed in Naogaon road accident,Two motorcycle riders killed in Naogaon...,2,0
Dhaka Tribune,May 23 2018,"School headmistress, her teacher daughter and granddaughter killed in Gopalganj accident","School headmistress, her teacher daughter...",3,0
Dhaka Tribune,May 23 2018,"Bus falls off highway in Rangpur, two killed","Bus falls off highway in Rangpur, two...",2,0
Dhaka Tribune,May 23 2018,Five killed in Bogura road accident,Five killed in Bogura road,5,0
Dhaka Tribune,May 17 2018,Dhaka Tribune's Nazim Uddin killed in road accident,Dhaka Tribune's Nazim Uddin killed in...,1,0
Dhaka Tribune,May 17 2018,4 killed in Habiganj road accident,4 killed in Habiganj road accident,4,0
Dhaka Tribune,May 12 2018,"Three killed, 7 injured in Mirpur road crash","Three killed, 7 injured in Mirpur road...",3,0
Dhaka Tribune,May 12 2018,Six killed in Mymensingh road crash,Six killed in Mymensingh road,6,0
Dhaka Tribune,May 12 2018,Senior journalist Kallol injured in road accident in Dhaka,Senior journalist Kallol injured in...,0,1
Dhaka Tribune,May 8 2018,"3 killed, 12 injured as bus overturns in Gopalganj","3 killed, 12 injured as bus overturns...",3,12
Dhaka Tribune,May 7 2018,3 Chhatra League leaders killed in Brahmanbaria road accident,3 Chhatra League leaders killed in Brahmanbaria...,3,0
Dhaka Tribune,May 6 2018,Now RMG worker loses foot in Dhaka road accident,Now RMG worker loses foot in Dhaka road...,0,1
Dhaka Tribune,May 5 2018,3 killed in Mymensingh road accident,3 killed in Mymensingh road...,3,0
Dhaka Tribune,May 1 2018,3 motorcyclists killed in Dinajpur road crash,3 motorcyclists killed in Dinajpur road...,3,0
Dhaka Tribune,Apr 29 2018,Another limb lost in road mishap,Another limb lost in road mishap,0,1
Dhaka Tribune,Apr 28 2018,13 children dead after train hits school bus in India,13 children dead after train hits school...,13,0
Dhaka Tribune,Apr 26 2018,"After Rajib, child's arm severed by bus in Bogura","After Rajib, child's arm severed by...",0,1
Dhaka Tribune,Apr 22 2018,"4 killed, 15 injured in Gaibandha road accident","4 killed, 15 injured in Gaibandha road...",4,15
Dhaka Tribune,Apr 14 2018,Two dead in Manikganj road accident,Two dead in Manikganj road,2,0
Dhaka Tribune,Apr 11 2018,"2 killed, 25 injured as bus turns over on Dhaka-Khulna highway","2 killed, 25 injured as bus turns over...",2,25
Dhaka Tribune,Apr 8 2018,Three killed in Khulna road crash,Three killed in Khulna road crash,3,0
Dhaka Tribune,Apr 7 2018,"Road crashes kill 15, injure 24, in five districts","Road crashes kill 15, injure 24, in...",15,24
Dhaka Tribune,Apr 6 2018,Newlywed couple killed in Mymensingh road crash,Newlywed couple killed in Mymensingh...,2,0
Dhaka Tribune,Apr 4 2018,8 killed in Gopalganj road accident,8 killed in Gopalganj road,8,0
Dhaka Tribune,Mar 30 2018,3 killed in Chittagong road accident,3 killed in Chittagong road...,3,0
Dhaka Tribune,Mar 27 2018,Assistant commissioner among two injured as truck rams police vehicle,Assistant commissioner among two injured...,0,2
Dhaka Tribune,Mar 26 2018,"11 dead, 23 injured in road accidents 100m apart","11 dead, 23 injured in road accidents...",11,23
Dhaka Tribune,Mar 10 2018,4 killed in Kushtia road crash,4 killed in Kushtia road crash,4,0
Dhaka Tribune,Mar 6 2018,4 dead in Cox’s Bazar road crash,4 dead in Cox’s Bazar road crash,4,0
Dhaka Tribune,Mar 3 2018,Four dead in Mymensingh bus accident,Four dead in Mymensingh bus...,4,0
Dhaka Tribune,Feb 23 2018,DU student killed in road accident in Cox's Bazar,DU student killed in road accident in...,1,0
Dhaka Tribune,Feb 10 2018,4 killed in Sunamganj road accident,4 killed in Sunamganj road,4,0
Dhaka Tribune,Feb 6 2018,Two NGO workers killed in road accidents,Two NGO workers killed in road...,2,0
Dhaka Tribune,Feb 2 2018,3 killed in Gazipur road accident,3 killed in Gazipur road accident,3,0
Dhaka Tribune,Jan 31 2018,"Mother, son killed in Moulvibazar road crash","Mother, son killed in Moulvibazar road...",2,0
Dhaka Tribune,Jan 18 2018,Traffic accident in heavy fog kills three,Traffic accident in heavy fog kills...,3,0
Dhaka Tribune,Jan 16 2018,Truck driver lands in jail over death of 13 in Chuadanga road crash,Truck driver lands in jail over death...,13,0
Dhaka Tribune,Jan 16 2018,Singer Nokul Kumar’s two co-artistes killed in Faridpur road crash,Singer Nokul Kumar’s two co-artistes...,2,0
Dhaka Tribune,Jan 9 2018,2 killed in Gopalganj road accident,2 killed in Gopalganj road,2,0
Dhaka Tribune,Jan 1 2018,"Road accidents kill seven in Bogra, Habiganj","Road accidents kill seven in Bogra,...",7,0
Dhaka Tribune,Dec 31 2017,5 killed in Sirajganj road accident,5 killed in Sirajganj road,5,0
Dhaka Tribune,Dec 31 2017,"13 vehicles collide on Bangabandhu Bridge, 30 injured","13 vehicles collide on Bangabandhu Bridge,...",0,30
Dhaka Tribune,Dec 29 2017,3 killed in Bogra road accident,3 killed in Bogra road accident,3,0
Dhaka Tribune,Dec 25 2017,21 RMG workers injured in Narayanganj road accident,21 RMG workers injured in Narayanganj...,0,21
Dhaka Tribune,Dec 20 2017,MP Golam Mostafa laid to rest in Gaibandha,MP Golam Mostafa laid to rest in...,1,0
Dhaka Tribune,Dec 19 2017,Eight freedom fighters injured in auto-rickshaw accident,Eight freedom fighters injured in auto-rickshaw...,0,8
Dhaka Tribune,Dec 16 2017,4 killed as car plunges into Sunamganj ditch,4 killed as car plunges into Sunamganj...,4,0
Dhaka Tribune,Dec 15 2017,Couple killed in Savar road accident,Couple killed in Savar road...,2,0
Dhaka Tribune,Nov 2 2017,4 killed in Narsingdi road accident,4 killed in Narsingdi road,4,0
Dhaka Tribune,Oct 30 2017,Seven killed in head-on collision of buses in Pabna,Seven killed in head-on collision of...,7,0
Dhaka Tribune,Oct 29 2017,Joint secretary’s car runs over child in Gazipur,Joint secretary’s car runs over child...,1,0
Dhaka Tribune,Oct 21 2017,DU VC’s son hit by speeding car on campus,DU VC’s son hit by speeding car on...,1,0
Dhaka Tribune,Oct 14 2017,Two die in traffic accident in Cox’s Bazar,Two die in traffic accident in Cox’s...,2,0
Dhaka Tribune,Oct 10 2017,Private car crushed between two buses in Dhaka’s Gabtoli,Private car crushed between two buses...,,0
Dhaka Tribune,Oct 10 2017,"Mother, son among 4 killed in Brahmanbaria road accident","Mother, son among 4 killed in Brahmanbaria...",4,0
Dhaka Tribune,Oct 4 2017,3 killed Faridpur road accident,3 killed Faridpur road accident,3,0
Dhaka Tribune,Sep 26 2017,3 killed in Nilphamari road accident,3 killed in Nilphamari road...,3,0
Dhaka Tribune,Sep 18 2017,Schoolgirl killed in Dhaka road accident,Schoolgirl killed in Dhaka road...,1,0
Dhaka Tribune,Sep 12 2017,"3 killed, 12 injured in Cox’s Bazar road accident","3 killed, 12 injured in Cox’s Bazar...",3,12
Dhaka Tribune,Aug 27 2017,3 killed in Gopalganj road accident,3 killed in Gopalganj road,3,0
Dhaka Tribune,Aug 25 2017,5 killed in Pabna road accident,5 killed in Pabna road accident,5,0
Dhaka Tribune,Aug 22 2017,5 killed in Chittagong road accident,5 killed in Chittagong road...,5,0
Dhaka Tribune,Aug 16 2017,3 killed as lorry crushes CNG in Chittagong,3 killed as lorry crushes CNG in...,3,0
Dhaka Tribune,Aug 8 2017,"Four killed, 8 injured in Bogra road crash","Four killed, 8 injured in Bogra road...",4,8
Dhaka Tribune,Jul 30 2017,Nationwide road crashes kill seven including university teacher,Nationwide road crashes kill seven including...,7,0
Dhaka Tribune,Jul 29 2017,Child killed as bus rams motorcycle in Naogaon,Child killed as bus rams motorcycle...,1,0
Dhaka Tribune,Jul 23 2017,Bogra bus-truck collision leaves three dead,Bogra bus-truck collision leaves three...,3,0
Dhaka Tribune,Jul 11 2017,School girl killed as truck crashes into house,School girl killed as truck crashes...,1,0
Dhaka Tribune,Jul 10 2017,Air force soldier killed in Ctg road accident,Air force soldier killed in Ctg road...,1,0
Dhaka Tribune,Jul 3 2017,Two killed in Gazipur road accident,Two killed in Gazipur road,2,0
Dhaka Tribune,Jul 2 2017,Two dead in Chittagong road mishap,Two dead in Chittagong road mishap,2,0
Dhaka Tribune,Jun 30 2017,"3 killed, 25 injured in Rangpur accident","3 killed, 25 injured in Rangpur...",3,25
Dhaka Tribune,Jun 30 2017,Road crashes kill 18 across country,Road crashes kill 18 across,18,0
Dhaka Tribune,Jun 29 2017,4 of a family among six killed in Gopalganj road accident,4 of a family among six killed in Gopalganj...,6,0
Dhaka Tribune,Jun 29 2017,Four die in Sirajganj road accident,Four die in Sirajganj road,4,0
Dhaka Tribune,Jun 29 2017,3 killed in Khagrachhari road accident,3 killed in Khagrachhari road...,3,0
Dhaka Tribune,Jun 28 2017,"Ex-Bangladesh spinner Razzak, family injured in road accident","Ex-Bangladesh spinner Razzak, family...",0,0
Dhaka Tribune,Jun 28 2017,"Driver gives wheel to helper, 17 dead after truck overturns in Rangpur","Driver gives wheel to helper, 17 dead...",17,0
Dhaka Tribune,Jun 24 2017,Speeding bus runs over father-daughter in Dhaka,Speeding bus runs over father-daughter...,2,0
Dhaka Tribune,Jun 21 2017,"10 killed, several injured in Bogra, Gopalganj, Jhenaidah, Habiganj road accidents","10 killed, several injured in Bogra,...",10,0
Dhaka Tribune,Jun 19 2017,Two killed in Dhaka road accident,Two killed in Dhaka road accident,2,0
Dhaka Tribune,Jun 16 2017,Two pedestrians killed in Munshiganj road crash,Two pedestrians killed in Munshiganj...,2,0
Dhaka Tribune,Jun 2 2017,5 killed in Chittagong road crash,5 killed in Chittagong road crash,5,0
Dhaka Tribune,May 29 2017,Two JU students killed in Savar road accident,Two JU students killed in Savar road...,2,0
Dhaka Tribune,May 26 2017,"Six, including policeman, killed in Gopalganj road accident","Six, including policeman, killed in...",6,0
Dhaka Tribune,May 25 2017,3 of a family killed in Kaliakoir road accident,3 of a family killed in Kaliakoir road...,3,0
Dhaka Tribune,May 23 2017,3 killed as microbus plunges into roadside ditch in Chittagong,3 killed as microbus plunges into roadside...,3,0
Dhaka Tribune,May 14 2017,NAPE DG killed in Chittagong road crash,NAPE DG killed in Chittagong road...,1,0
Dhaka Tribune,May 13 2017,Road accidents kill 7 in 3 districts,Road accidents kill 7 in 3...,7,0
Dhaka Tribune,May 9 2017,"5 killed, 35 injured in Jessore bus accident","5 killed, 35 injured in Jessore bus...",5,35
Dhaka Tribune,May 7 2017,Two killed in Dhaka road accident,Two killed in Dhaka road accident,2,0
Dhaka Tribune,Apr 29 2017,3 killed in Sirajganj road crash,3 killed in Sirajganj road crash,3,0
Dhaka Tribune,Apr 25 2017,2 motorcyclists killed in Cox’s Bazar accident,2 motorcyclists killed in Cox’s Bazar...,2,0
Dhaka Tribune,Apr 22 2017,Rickshaw puller killed in Dhanmondi road accident,Rickshaw puller killed in Dhanmondi...,1,0
Dhaka Tribune,Apr 21 2017,Two killed in Mymensingh road accident,Two killed in Mymensingh road...,2,0
Dhaka Tribune,Apr 21 2017,Road crashes take 11 lives in 5 districts,Road crashes take 11 lives in 5...,11,0
Dhaka Tribune,Apr 16 2017,Four killed in Narsingdi road accident,Four killed in Narsingdi road...,4,0
Dhaka Tribune,Apr 16 2017,Road accidents kill five in Sirajganj,Road accidents kill five in...,5,0
Dhaka Tribune,Apr 10 2017,Road crashes take 18 lives across country,Road crashes take 18 lives across...,18,0
Dhaka Tribune,Apr 9 2017,3 killed in Mymensingh road accident,3 killed in Mymensingh road...,3,0
Dhaka Tribune,Mar 27 2017,Cop run over by pickup van in Narayanganj,Cop run over by pickup van in...,1,0
Dhaka Tribune,Mar 27 2017,Road accidents kill 18 in 4 districts,Road accidents kill 18 in 4...,18,0
Dhaka Tribune,Mar 26 2017,12 killed in Chuadanga road crash,12 killed in Chuadanga road crash,12,0
Dhaka Tribune,Mar 26 2017,Three Bangladeshis killed in Saudi Arabia road crash,Three Bangladeshis killed in Saudi Arabia...,3,0
Dhaka Tribune,Mar 25 2017,Four children among 13 killed in road crashes,Four children among 13 killed in road...,13,0
Dhaka Tribune,Mar 25 2017,5 from one family among 10 killed in Mymensingh lorry crash,5 from one family among 10 killed in...,10,0
Dhaka Tribune,Mar 24 2017,"1 killed, 2 injured in Narayanganj road accident","1 killed, 2 injured in Narayanganj road...",1,2
Dhaka Tribune,Mar 22 2017,Truck runs over school teacher in Chittagong,Truck runs over school teacher in...,1,0
Dhaka Tribune,Mar 22 2017,Two killed in a Tangail road accident,Two killed in a Tangail road...,2,0
Dhaka Tribune,Mar 19 2017,Child among 5 killed in fatal road accident,Child among 5 killed in fatal road...,5,0
Dhaka Tribune,Mar 19 2017,"Accidents kill 4 in Kushtia, Jamalpur","Accidents kill 4 in Kushtia,...",4,0
Dhaka Tribune,Mar 11 2017,Biker killed during police chase in Comilla,Biker killed during police chase in...,1,0
Dhaka Tribune,Mar 10 2017,"Truck kills boy, driver held","Truck kills boy, driver held",1,0
Dhaka Tribune,Mar 8 2017,Van carrying 24 prisoners overturns in Tejgaon,Van carrying 24 prisoners overturns...,0,24
Dhaka Tribune,Mar 3 2017,"3 killed, 25 injured in Rangpur road accident","3 killed, 25 injured in Rangpur road...",3,25
Dhaka Tribune,Feb 27 2017,Four killed as microbus overturns in Cox’s Bazar,Four killed as microbus overturns in...,3,0
Dhaka Tribune,Feb 25 2017,Experts: Police not equipped to probe accidents,Experts: Police not equipped to probe...,0,1
Dhaka Tribune,Feb 22 2017,Hotelier killed in Dhaka road crash,Hotelier killed in Dhaka road,1,0
Dhaka Tribune,Feb 22 2017,Three killed in Chittagong road accident,Three killed in Chittagong road...,3,0
Dhaka Tribune,Feb 19 2017,Four killed in a Sirajganj road accident,Four killed in a Sirajganj road...,4,0
Dhaka Tribune,Feb 18 2017,6yr old killed in Gopalganj road crash,6yr old killed in Gopalganj road...,1,0
Dhaka Tribune,Feb 18 2017,Bangladeshi technician jailed and banned for causing rider's death,Bangladeshi technician jailed and banned...,1,0
Dhaka Tribune,Feb 16 2017,Case filed over Narsingdi road accident,Case filed over Narsingdi road...,,0
Dhaka Tribune,Feb 13 2017,4 killed in Magura road accident,4 killed in Magura road accident,4,0
Dhaka Tribune,Feb 11 2017,"DGFI officer, ex-army man killed in Gazipur road mishap","DGFI officer, ex-army man killed in...",1,0
Dhaka Tribune,Feb 11 2017,13 dead in bus cylinder blast in Faridpur,13 dead in bus cylinder blast in...,13,0
Dhaka Tribune,Feb 11 2017,Biker killed in Dhaka road accident,Biker killed in Dhaka road,1,0
Dhaka Tribune,Feb 9 2017,4 killed in Narayanganj road accident,4 killed in Narayanganj road...,4,0
Dhaka Tribune,Feb 8 2017,Bangladesh Bank official killed in Dhaka road accident,Bangladesh Bank official killed in Dhaka...,1,0
Dhaka Tribune,Feb 7 2017,Police constable killed in Cox’s Bazar road crash,Police constable killed in Cox’s Bazar...,1,0
Dhaka Tribune,Feb 4 2017,Two AL leaders killed in Natore road mishap,Two AL leaders killed in Natore road...,2,0
Dhaka Tribune,Feb 4 2017,14 killed in road mishaps across country,14 killed in road mishaps across...,14,0
Dhaka Tribune,Feb 4 2017,8 killed as truck runs into funeral programme,8 killed as truck runs into funeral...,8,0
Dhaka Tribune,Feb 3 2017,3 burnt to death in microbus gas cylinder blast,3 burnt to death in microbus gas cylinder...,3,0
Dhaka Tribune,Feb 3 2017,4 killed in Ashulia road mishap,4 killed in Ashulia road mishap,4,0
Dhaka Tribune,Feb 2 2017,Road accidents kill 8 in 3 districts,Road accidents kill 8 in 3...,8,0
Dhaka Tribune,Feb 2 2017,3 bike riders killed in Chittagong road accident,3 bike riders killed in Chittagong road...,3,0
Dhaka Tribune,Feb 2 2017,30 injured in Savar road accident,30 injured in Savar road accident,30,0
Dhaka Tribune,Feb 1 2017,4 killed in Gazipur truck plunge,4 killed in Gazipur truck plunge,4,0
Dhaka Tribune,Jan 2 2017,Student killed in accident at Mirpur,Student killed in accident at...,1,0
Dhaka Tribune,Dec 27 2016,10 killed in road accidents in five districts,10 killed in road accidents in five...,10,0
Dhaka Tribune,Dec 25 2016,5 killed in Comilla road accidents,5 killed in Comilla road accidents,5,0
Dhaka Tribune,Dec 23 2016,Road accidents kill 4 in 3 districts,Road accidents kill 4 in 3...,4,0
Dhaka Tribune,Dec 23 2016,4 killed in Gazipur road accident,4 killed in Gazipur road accident,4,0
Dhaka Tribune,Dec 18 2016,12 killed in road accidents in five districts,12 killed in road accidents in five...,12,0
Dhaka Tribune,Dec 18 2016,Bus-human hauler collision kills four,Bus-human hauler collision kills...,4,0
Dhaka Tribune,Dec 16 2016,3 killed in Mymensingh road accident,3 killed in Mymensingh road...,3,0
Dhaka Tribune,Dec 9 2016,Two homeless women killed and 5 injured in hit-and-run accident,Two homeless women killed and 5 injured...,2,5
Dhaka Tribune,Dec 6 2016,Four die in Brahmanbaria road accident,Four die in Brahmanbaria road...,4,0
Dhaka Tribune,Nov 30 2016,"Mother, daughter killed in Mymensingh road accident","Mother, daughter killed in Mymensingh...",2,0
Dhaka Tribune,Nov 29 2016,"One killed, 25 injured in Kushtia road accident","One killed, 25 injured in Kushtia road...",1,25
Dhaka Tribune,Nov 20 2016,Three killed in 3 districts,Three killed in 3 districts,3,0
Dhaka Tribune,Nov 20 2016,2 killed in Sirajganj road accident,2 killed in Sirajganj road,2,0
Dhaka Tribune,Nov 4 2016,Two ran over by bus in Narayanganj,Two ran over by bus in Narayanganj,2,0
Dhaka Tribune,Nov 4 2016,"Mother, son among 4 killed in Khulna road accident","Mother, son among 4 killed in Khulna...",4,0
Dhaka Tribune,Nov 4 2016,"3 workers killed, 7 injured in Mymensingh road accident","3 workers killed, 7 injured in Mymensingh...",3,7
Dhaka Tribune,Nov 1 2016,3 killed in Comilla road accident,3 killed in Comilla road accident,3,0
Dhaka Tribune,Oct 31 2016,Dhaka College student loses hand under bus,Dhaka College student loses hand under...,0,1
Dhaka Tribune,Oct 29 2016,20 injured in Savar road accident,20 injured in Savar road accident,0,20
Dhaka Tribune,Oct 27 2016,"One killed, 10 injured in Gaibandha road accident","One killed, 10 injured in Gaibandha...",1,10
Dhaka Tribune,Oct 26 2016,Bus kills RMG worker in Narayanganj,Bus kills RMG worker in,1,0
Dhaka Tribune,Oct 24 2016,Traffic police killed in Rajshahi road accident,Traffic police killed in Rajshahi road...,1,0
Dhaka Tribune,Oct 22 2016,Another DMCH ambulance victim dies,Another DMCH ambulance victim dies,1,0
Dhaka Tribune,Oct 21 2016,Two killed in Munshiganj road accident,Two killed in Munshiganj road...,2,0
Dhaka Tribune,Oct 17 2016,2 killed in Faridpur road accident,2 killed in Faridpur road accident,2,0
Dhaka Tribune,Oct 9 2016,Six people killed in road accidents,Six people killed in road,6,0
Dhaka Tribune,Oct 3 2016,6 killed in Mymensingh road accident,6 killed in Mymensingh road...,6,0
Dhaka Tribune,Sep 30 2016,3 die in road rage in Chapainawabganj,3 die in road rage in...,3,0
Dhaka Tribune,Sep 29 2016,Three killed in road accident,Three killed in road accident,3,0
Dhaka Tribune,Sep 27 2016,Speeding truck kills three men in Brahmanbaria,Speeding truck kills three men in...,3,0
Dhaka Tribune,Sep 26 2016,5 killed in Chittagong road crash,5 killed in Chittagong road crash,5,0
Dhaka Tribune,Sep 24 2016,Couple killed in road accident,Couple killed in road accident,2,0
Dhaka Tribune,Sep 22 2016,Couple killed as bus rams into house in Rajshahi,Couple killed as bus rams into house...,2,0
Dhaka Tribune,Sep 21 2016,4 killed in Munshiganj road accident,4 killed in Munshiganj road...,4,0
Dhaka Tribune,Sep 19 2016,Six die as car plunges into ditch in Comilla,Six die as car plunges into ditch in...,6,0
Dhaka Tribune,Sep 18 2016,12 killed in road accidents,12 killed in road accidents,12,0
Dhaka Tribune,Sep 18 2016,Seven killed in Tangail road accidents,Seven killed in Tangail road...,7,0
