Date,Deaths,Prediction
2021-05-02,12.0,14.0
2021-05-09,11.0,12.0
2021-05-16,20.0,17.0
2021-05-23,28.0,19.0
2021-05-30,3.0,7.0
2021-06-06,11.0,9.0
2021-06-13,8.0,8.0
2021-06-20,16.0,15.0
