links,Year,date,titles,News,Location_appox,location,Latitude,Longitude
https://www.observerbd.com/news.php?id=290444,2020,21-Dec,Minor girl killed in Narayanganj’s road accident,"Minor girl killed in Narayanganj’s road accident A minor child was killed as truck hit her in Narayanganj’s Sonargaon upazila on Monday.The deceased was identified as Jannatullah, 6.Locals said a truck hit the child when she attempted to run on a road in the afternoon, leaving her dead on the spot.Being informed, police rushed to the spot and recovered the body.HMR/GY ","Narayanganj, Bangladesh","নারায়ণগঞ্জ, নারায়নগঞ্জ জেলা, ঢাকা বিভাগ, 1400, বাংলাদেশ",23.6238108,90.4999662
https://www.observerbd.com/news.php?id=290270,2020,20-Dec,Trader dies in Rajshahi road accident,"Trader dies in Rajshahi road accidentA cosmetics trader died when a bus hit his bicycle from behind at Bagha upazila in Rajshahi district on Saturday night.Deceased Asadul Haque, 45, was the son of Fakir Haji, a resident of Balihar village in the upazila.Locals said a Dhaka-bound passenger bus hit the bicycle in the Bagha New Bus Stand area around 10:30 pm when he was returning home after closing his cosmetics shop in Narayanpur Bazar of the upazila, leaving him died on the spot.He was buried in the family graveyard at 11 am on Sunday.Bagha Police Station officer in-charge (OC) Nazrul Islam confirmed the matter.RHF/ALM ","Bagha, Bangladesh","বাঘা, রাজশাহী জেলা, রাজশাহী বিভাগ, 6280, বাংলাদেশ",24.1919058,88.8360859
https://www.observerbd.com/news.php?id=290095,2020,19-Dec,Collage student dies in Mymensingh road accident,"Collage student dies in Mymensingh road accidentA college student, who received injuries in a road accident on December 10, succumbed to his injuries at Dhaka Medical College Hospital (DMCH) early Saturday.Deceased Sohag Mia was the son of Mozammel Haq, a resident of Gouripur municipality in Mymensingh district. He was a third-year student of Gouripur Government College.Mymensingh Kotwali Police Station sub-inspector (SI) Shuvra Saha said a CNG-run auto-rickshaw and a three-wheeler (locally known as Mahendra) collided head-on in Puliamari area of Sadar upazila in the district, leaving him injured.He was admitted to DMCH where he died at early hours.SIM/ALM ","Gouripur, Bangladesh","গৌরীপুর, ময়মনসিংহ জেলা, ময়মনসিংহ বিভাগ, বাংলাদেশ",24.7600679,90.5703878
https://www.observerbd.com/news.php?id=290013,2020,18-Dec,Police official killed in Patuakhali road accident,"Police official killed in Patuakhali road accident A police official was killed in a road accident at Bauphal upazila in Patuakhali district on Friday night. Deceased Md Enayet Hossain, 45, was an assistant sub-inspector (ASI) posted at Nalchhiti Police Station in Jhalakathi district. He was a resident of Gachhani village under Banshbaria union in Dashmina upazila of the district. Bauphal Police Station officer in-charge Md Mostafezur Rahman said Enayet was returning home from his workplace by a motorcycle. On the way, the motorcycle fell on the ground as he lost control over the vehicle at about 7:45pm, leaving him critically injured.Locals rescued him and took him to Bauphal Upazila Health Complex where the on-duty doctor declared him dead.AS/MUS ","Patuakhali, Bangladesh","পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",22.189314250000002,90.48903811606661
https://www.observerbd.com/news.php?id=289799,2020,17-Dec,Locals block highway in Madaripur protesting death in road accident,"Locals block highway in Madaripur protesting death in road accident Locals on Thursday blocked the Dhaka-Barishal highway protesting the death of two people in road accident in Madaripur’s Kalkini upazila.The deceased were identified as Suhan Hawlader, 16, son of Liton Hawlader, and Abdur Rahman, son of Mohammad Hawlader, residents of Baligram area.Police said a truck hit a motorcycle in the area at about 10.00pm, leaving its driver Suhan dead on the spot and two other passengers Abdur Rahman and Sumon injured. Of the injured, Abdur Rahman succumbed to his injuries in Faridpur Medical College Hospital in the morning. Angry locals blocked the highway at about 10.00am after hearing the news of Abdur Rahman’s death and continued their blockade for two hours.Later, police came to the spot and brought the situation under control.Dasa Police Station OC Mohammad Abdul Wahab confirmed the matter.AHS/GY ","Kalkini, Bangladesh","কালকিনি, মাদারীপুর জেলা, ঢাকা বিভাগ, বাংলাদেশ",23.0781315,90.2217374
https://www.observerbd.com/news.php?id=289796,2020,17-Dec,Three killed in Kishoreganj road accident,"Three killed in Kishoreganj road accident Three people were killed and three others injured as a truck collided head-on with a CNG-run auto rickshaw in Kishoreganj’s Bhairab upazila on Thursday.Of the deceased, two were identified as Robin, 16, son of Golap Miah, and Hadis Miah, 50, residents of Nikli upazila.Quoting witnesses, police said a truck hit a Bhairab-bound auto rickshaw in Kalikaprasad area at about 1.30pm, leaving one dead on the spot and four others injured. Two others people succumbed to their injuries at Bhairab Upazila Health Complex.Bhairab Highway Outpost OC Md Mamunur Rahman confirmed the matter.AU/GY ","Kishoreganj, Bangladesh","কিশোরগঞ্জ, কিশোরগঞ্জ জেলা, ঢাকা বিভাগ, 2300, বাংলাদেশ",24.4341287,90.7862596
https://www.observerbd.com/news.php?id=289634,2020,16-Dec,One dies in Naogaon road accident,"One dies in Naogaon road accidentA man died as a three-wheeler fell into a roadside ditch in Raninaga upazila of Naogao district on Tuesday evening.Deceased Shamim Hossain, 35, was the son of Abdus Samad, a resident of Ghoshpara village in Atrai upazila of the district.Locals said the three-wheeler fell into a roadside ditch in Betgari area in the evening when it tried to make space for a CNG-run auto-rickshaw coming from opposite direction, leaving Shamim dead on the spot.Raninagar Police Station officer in-charge (OC) Jahurul Haq confirmed the matter.ARR/ALM/TF ","Naogaon, Bangladesh","Naogaon, নওগাঁ জেলা, রাজশাহী বিভাগ, 6500, বাংলাদেশ",24.808119150000003,88.95266066504688
https://www.observerbd.com/news.php?id=289325,2020,14-Dec,"Father, son killed in Ctg road accident","CHATTOGRAM, Dec 13: A man and his son were killed while his wife received a serious injury in a road accident in Dohazari Patanikul area of Changanish upazila of the district on Sunday.The victims were identified as Saiful Islam, 38, son of Abdul Barek, a resident of East Hajirpara under Lohagara upazila, his son Mohammad Jabed, 12, and Saiful's wife Dolly Akhtar.Police said the accident occurred when a Chattogram-bound Hanif Paribahan bus knocked a Cox's Bazar-bound motorcycle in the said area at 12.30 pm while Saiful Islam was going to his home in Lohagara Upazila from Chattogram city on a motorcycle with his wife and son, leaving Saiful and Jabed dead on the spot.Police recovered the bodies. Injured Dolly Akhtar was admitted to BGC Trust Medical College Hospital.Meanwhile, Md Arafat, 25, a motorcyclist was killed when an unidentified vehicle hit him on the Dhaka-Chattogram highway in Banshbaria area under Sitakunda upazila of the district on Saturday night.He was the son of Nuruddin of Subarnachar village in Subarnachar upazila of Noakhali district. ","Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
https://www.observerbd.com/news.php?id=289233,2020,13-Dec,"Man, son die in Chattogram road accident","collected photoA man and his son were killed while his wife received injures in a road accident in Chandanaish upazila of Chattogram district on Sunday afternoon.The deceased were identified as Saiful Islam, 40, and his son Jabedul Islam, 10, residents of Hazirpara village in Lohagara upazila of the district. Saiful’s wife Dolly Akter, 30, was also received injuries in the accident.Quoting witnesses, police  said a bus of Hanif Paribahan  rammed into a motorcycle in Dohazari area around 12:30 pm when the bike rider tried to overtake a 
pickup van in Dohazari area around 12:30 pm, leaving its two riders dead on the spot and another
injured.Dolly was first rushed to the BGC Trust Medical College Hospital and then shifted to Chattogram Medical College Hospital (CMCH).Dohazari Police Station officer in-charge (OC) Yasir Arafat confirmed the matter.ALM/LY ","Chittagong, Bangladesh","চট্টগ্রাম, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ",22.3364709,91.8260479
https://www.observerbd.com/news.php?id=289207,2020,13-Dec,Two siblings die in Khulna road accident,"Two siblings die in Khulna road accidentTwo people died in a road accident at Chukanagar area of Dumuria upazila in Khulna district on Saturday evening.The deceased were identified as Sabbir Hossain, 15, and his younger brother Rakib Sheikh, 5, sons of Amjad Sheikh, residents of the area.Witnesses said a passenger bus hit a battery-run auto-rickshaw in the area on the Chuknagar-Jashore highway, leaving Rakib dead on the spot and his brother critically injured.Later, Sabbir succumbed to his injuries on the way to Khulna Medical College Hospital.Chuknagar Highway Police Station officer in-charge Rezaul Karim Reza said police seized the bus and the bodies were sent to the hospital morgue.ALM ","Khulna, Bangladesh","খুলনা বিভাগ, বাংলাদেশ",22.9372087,89.2852741
https://www.observerbd.com/news.php?id=289142,2020,13-Dec,Man killed in Pabna road accident,"PABNA, Dec 12: A man was killed and three others were injured in a road accident at Lalon Sha Bridge in Ishwardi Upazila of the district on Saturday.The deceased was identified as Rubel Pramanik, 45, son of Ahmed Ali Pramanik of Baghail Club in Pakshi Union of the upazila.The injured are tempo driver Asadul Islam, 48, Selim, 48, and Ani, 12.Officer-in-Charge (OC) of Ishwardi Police Station Nasir Uddin said a passenger-laden bus hit a tempo at Munnar junction of Dashuria-Lalon Shah Bridge Highway at early morning, which left four persons including the tempo driver seriously injured.The injured were rushed to Ishwardi Upazila Health Complex, where the on-duty physicians referred Rubel to Rajshahi Medical College Hospital (RMCH) in critical condition.He died on the way to RMCH at around 8am, the OC added. ","Pabna, Bangladesh","পাবনা, পাবনা জেলা, রাজশাহী বিভাগ, 6600, বাংলাদেশ",24.005,89.25
https://www.observerbd.com/news.php?id=289068,2020,12-Dec,Two siblings killed in Khulna road accident,"Two siblings killed in Khulna road accidentTwo siblings were killed in a road accident in Khulna’s Dumuria upazila on Saturday.The deceased were identified as Rakibul Islam Sheikh, 7, and his brother Sabbir Ahmed Sheikh, 14, resident of Rustampur village in the upazila.Witnesses said a bus hit a three wheeler in Chukonagar area at about 4.00pm, leaving Rakibul dead on the spot. Sabbir succumbed to his injuries on way to Khulna Medical College Hospital.Khornia Police Outpost in-charge Md Rejaul Karim Reja confirmed the matter.SM/GY  ","Khulna, Bangladesh","খুলনা বিভাগ, বাংলাদেশ",22.9372087,89.2852741
https://www.observerbd.com/news.php?id=289048,2020,12-Dec,"One killed, 3 injured in Ishwardi road accident","One killed, 3 injured in Ishwardi road accidentA man was killed and three others were injured in a road accident at Lalon Shah bridge area of Ishwardi upazila in Pabna district on Saturday morning.The deceased was identified as Rubel Pramanik, 45, a resident of Baghail Club area in Pakshi union under upazila.Witnesses said a passenger bus hit a three-wheeler in Munnar junction on the Dashuria-Lalon Shah Bridge highway in the morning, leaving four people injured.The injured were rushed to Ishwardi Upazila Health Complex. Later, Rubel succumbed to his injuries on the way to Rajshahi Medical College Hospital.Ishwardi Police Station officer in-charge (OC) Sheikh Md Nasir Uddin confirmed the matter.NM/ALM ","Ishwardi, Bangladesh","ঈশ্ববাদী রপ্তানি প্রক্রিয়াকরণ অঞ্চল, পাবনা জেলা, রাজশাহী বিভাগ, বাংলাদেশ",24.0949072,89.03456823377934
https://www.observerbd.com/news.php?id=288881,2020,11-Dec,Two killed in Dhaka road accident,"Two killed in Dhaka road accident A motorcyclist and his pillion passenger were killed as a truck hit their vehicle in Dhaka’s Khilkhet area on Friday morning.The deceased were identified as Ajmin Khan, 25, and Amir Hossain Riaz, 20, residents of Dakshin Badda area.Inspector Bacchu Miah, in-charge of Dhaka Medical College Hospital police camp, said a truck hit the duo in Khilkhet area at about 7.00am, leaving them critically injured.Members of Khilkhet Police Station rescued them and took them to Dhaka Medical College Hospital where they succumbed to their injuries.The police station sub-inspector Sudangsho Sarker said they seized the truck but its driver fled the scene.GY ","Dhaka, Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
https://www.observerbd.com/news.php?id=288879,2020,11-Dec,UP member killed in Patuakhali road accident,"UP member killed in Patuakhali road accidentA union parishad member was killed in a road accident in Patuakhali’s Dumki upazila on Thursday night.The deceased was identified as Alamgir Hossain Mridha, 58, Ward No- 9 member of Shrirampur union parishad.Locals said a motorcycle hit Alamgir on Dumki-Bauphal road at 10.00pm, leaving him critically injured. He succumbed to his injuries on way to Sher-e-Bangla Medical College Hospital.Police have detained motorbike driver Rubel Qazi, 28, after the accident.Dumki Police Station OC Mehedi Hasan confirmed the matter. GY ","Patuakhali, Bangladesh","পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",22.189314250000002,90.48903811606661
https://www.observerbd.com/news.php?id=288417,2020,08-Dec,"Man dies, son critically injured in Naogaon road accident","Man dies, son critically injured in Naogaon road accidentA man died and two others were critically at Niamatpur upazila in Naogaon district on Tuesday morning.Deceased Azad Ali, 45, was a resident of Jhaljhalia village in the upazila. Sahadat, 18, Azad’s son, and Sohan, 17, were also injured.Witness said a truck coming from opposite direction rammed into a motorcycle in Bhadranda intersection area on the Niamatpur-Dhanshura road around 11 am, leaving Azad dead and two others injured.The injured were rushed to Niamatipur Upazila Health Complex and, later, to Rajshahi Medical College Hospital in critical condition. Niamatpur Police Station officer in-charge (OC) Humayun Kabir and the hospital medical officer Mousumi Sarkar confirmed the matter.TH/ALM ","Naogaon, Bangladesh","Naogaon, নওগাঁ জেলা, রাজশাহী বিভাগ, 6500, বাংলাদেশ",24.808119150000003,88.95266066504688
https://www.observerbd.com/news.php?id=288400,2020,08-Dec,"Man, fox killed in Noakhali road accident","Man, fox killed in Noakhali road accidentA man and a fox were killed when a motorcycle crashed into the animal at Hatia upazila in Noakhali district on Monday night.Deceased Jamal Uddin, 67, was a resident of ward No. 1 in Hatia municipality.Local sources said the accident took place in Afajia Bazar area on the Nolchira-Ochhkhali road at night when a fox suddenly jumped out onto the roadway.After hitting the fox, the motorcycle hit a roadside tree, leaving Jamal and the fox dead on the spot and another injured.Locals rushed the injured to a local hospital.Hatia Police Station officer in-charge (OC) Md Abul Khayer said the body was handed over to the family.MRM/ALM ","Noakhali, Bangladesh","নোয়াখালী জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",22.5313205,91.1775744276286
https://www.observerbd.com/news.php?id=288276,2020,07-Dec,Man killed in Bogura road accident,"Man killed in Bogura road accident A man was killed in a road accident in Bogura’s Shibganj upazila on Monday.The deceased was identified as Azizar Rahman, 42, a resident of Kalai upazila in Joypurhat.Locals said a three wheeler overturned in Kichak Nayapara area in the morning, leaving Azizar dead on the spot. Shibganj Police Station inspector Haridas Mandal confirmed the matter.AZ/GY ","Bogura, Bangladesh","বগুড়া, বগুড়া জেলা, রাজশাহী বিভাগ, 5800, বাংলাদেশ",24.8500662,89.3728431
https://www.observerbd.com/news.php?id=288110,2020,06-Dec,Man killed in Noakhali road accident,"Man killed in Noakhali road accident A man was killed in a road accident in Noakhali’s Senbug upazila on Sunday.The deceased was identified as Md. Saheb Ullah, 57, a resident of Latifur village in Begumganj upazila.Locals said a CNG-run auto rickshaw overturned in Fakirhat Bazar area in the morning when its driver tried to save a minor boy who ran before it, leaving four people injured.Saheb Ullah was taken to Nokhali General Hospital and later, referred to Dhaka for better treatment.He succumbed to his injuries on way to Dhaka.Senbug Police Station OC Abdul Baten Mridha confirmed the matter.FAB/GY  ","Noakhali, Bangladesh","নোয়াখালী জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ",22.5313205,91.1775744276286
https://www.observerbd.com/news.php?id=288075,2020,06-Dec,3 bikers killed in Natore accident,"3 bikers killed in Natore accidentThree biker riders were killed when the vehicle hit a roadside tree in Lalpur upazila of Natore sometimes on Saturday night.The deceased were identified as Faysal, Sajib and Sohan. All of them were the resident of Koborsthan area under Boraigram upazila.Lalpur Police Station OC Salim Reza said the trio were killed when the motorcycle carrying them hit hard the tree at Duaria Kashempur area, leaving three dead on the scene.The bodies were sent to Sadar Hospital morgue.  TF ","Lalpur, Bangladesh","লালপুর, নাটোর জেলা, রাজশাহী বিভাগ, 6420, বাংলাদেশ",24.1824622,88.9565006
https://www.observerbd.com/news.php?id=287787,2020,04-Dec,Man killed in Bandarban road accident,"Man killed in Bandarban road accident A man was killed in a road accident in Lama upazila of Bandarban on Thursday night.The deceased was identified as Md Jalal Uddin, 20, son of Farid Miah, a resident of Ward No-1 in Lama Municipality.Locals said a truck hit a motorcycle in Sapmara Jhiri area at about 9.00pm, leaving its rider Jalal critically injured.He was taken to Cox’s Bazar Medical College Hospital where the on-duty doctor declared him dead.MBA/GY ","Lama, Bangladesh","Lama Para Road, Sylhet., সিলেট, সিলেট জেলা, সিলেট বিভাগ, MOKTAB GOLI KAZITULA, বাংলাদেশ",24.8926944,91.8921643
https://www.observerbd.com/news.php?id=287786,2020,04-Dec,Man killed in Bhola road accident,"Man killed in Bhola road accident A man was killed as tractor hit a motorcycle in Bhola’s Daulatkhan upazila on Friday.The deceased was identified as Nijam Uddin Miron, 45, a resident of Kanainagar village in the upazila.Locals said a tractor hit motorcycle in Banglabazar area, leaving its rider dead on the spot.Banglabazar outpost in-charge sub-inspector Golam Mostafa confirmed the matter.AM/GY ","Bhola, Bangladesh","ভোলা জেলা, বরিশাল বিভাগ, বাংলাদেশ",22.33654225,90.84390156623374
https://www.observerbd.com/news.php?id=287754,2020,04-Dec,Six die in Tangail road accident,"Six die in Tangail road accidentAt least six people died  and seven others were injured as a truck rammed into a bus at Mirzapur upazila in Tangail district on Friday morning.The deceased were identified as Shawkat Hossain, 12, son of Sobahan, and Nur Nahar, 16, daughter of Nulu Khan, residents of Shahapur village in Harirampur upazila of Rangpur; Ashraful Islam, 34, son of Joynal Hossain, Sirajul Islam, 31, son of Parvej Hossain, Hannan Mia, 50, and Chunnu Mia, 32, son of Ratan Mia, of Ballagandhi village in Pirganj upazila of the same district.Witnesses said the accident took place in Kurni area on the Dhaka-Tangail highway around in the morning when a Dhaka-bound vegetable-laden truck hit hard a standing passenger bus of Seba Classic Paribahan.The bus from Rangpur went out of order in Kurni area on its way to Dhaka. Later, some of its passengers got off the bus and stood beside it.At the point, the truck hit the bus from behind, leaving four four crushed under the bus and dead on the spot while several others injured.Two more died on the way to Kumudini Hospital.A total of seven injured person are undergoing treatment a the hospital where one of them is in critical condition.Gorai Highway Police Station officer in-charge (OC) Md Mozaffar Hossain said the bodies were recovered and the truck was seized, but its driver managed to flee the scene.MS/ALM ","Kurni, Bangladesh","Kurni Jalal Uddin High School, Dhaka - Tangail Highway, টাঙ্গাইল জেলা, ঢাকা বিভাগ, 1945, বাংলাদেশ",24.1184551,90.0660929
https://www.observerbd.com/news.php?id=287616,2020,03-Dec,Girl killed in Tangail road accident,"Girl killed in Tangail road accident A minor girl killed in a road accident in Tangail’s Basail upazila on Thursday.The deceased was identified as Suraiya Akhter, 10, daughter of Salim Bhuyian, a resident of Biyala village in the upazila.Basail Police Station sub-inspector Billal Hossain said a CNG-run auto rickshaw hit the girl on her way to home at noon, leaving her critically injured.She was taken to Tangail General Hospital where the on-duty doctor declared her dead.RM/GY ","Biyala, Bangladesh","بيلا, الرابعه, 33634, مصر",31.1727635,31.2209802
https://www.observerbd.com/news.php?id=287463,2020,02-Dec,Ex-UP chairman dies in Kurigram road accident,"Ex-UP chairman dies in Kurigram road accidentA former union parishad chairman in Nageshwari upazila of Kurigram district has been killed in a road accident.Deceased Nuruzzaman Mondol,70, was the former chairman of Raiganj union. Local sources said a speeding trolley rammed into a motorcycle riding by Nuruzzaman in Andharijhar area under Bhurungamari upazila around 8:30pm on Tuesday, leaving him criticaly injured.He was first admitted to Kurigram Sadar Hospital and then referred to Rangpur Medical College Hospital.Nuruzzaman died around 10:30pm on way to Rangpur.KSB/LY                        	    ","Nageshwari, Bangladesh","নাগেশ্বরী, নাগেশ্বরী উপজেলা, 5660, বাংলাদেশ",25.9681024,89.6895759
https://www.observerbd.com/news.php?id=287131,2020,30-Nov,Ansar man among 2 killed in Tangail road accident,"Ansar man among 2 killed in Tangail road accidentTwo people, including an Ansar man, died and three others were injured as an unidentified vehicle smashed a microbus on the Dhaka-Tangail highway near Elenga Jaldo bridge in Tangail early Monday.The deceased were identified as Sanwar Hossain, a member of Bangladesh Ansar, and Sabuj Mia, hailed from Gopalganj district. Matiur Rahman, sub-inspector (SI) of Elenga Highway police outpost, said the accident took place at early hours when the Rangpur-bound microbus was taking U-turn on the highway, leaving the duo dead on the spot and three others injured.The injured were rushed to Tangail General Hospital.Legal action is being taken to hand over the bodies to respective families.ALM ","Elenga, Bangladesh","এলেঙ্গা, টাঙ্গাইল জেলা, ঢাকা বিভাগ, বাংলাদেশ",24.3351648,89.9252011
https://www.observerbd.com/news.php?id=286780,2020,28-Nov,4 killed in Gopalganj bus accident,"4 killed in Gopalganj bus accident Four people, including three bus passengers, were killed when the vehicle fell into a roadside ditch in Tungipara upazila of Gopalganj district on Saturday.At least 19 others were also injured in the accident that occurred at noon on the Gopalganj-Pirojpur highway. They were admitted to Gopalganj General Hospital.4 killed in Gopalganj bus accident Tungipara Police station OC AFM Nasim confirmed the matter.One of the dead was identified as van driver Akam Uddin.Eye witnesses said the driver of a Dhaka-bound bus of Dola Paribahan lost control over the steering while trying to give side a engine-run van, leaving four dead on the scene and 19 injured.  MH/TF ","Tungipara, Bangladesh","টুঙ্গিপাড়া, গোপালগঞ্জ জেলা, ঢাকা বিভাগ, বাংলাদেশ",22.9053736,89.8990776
https://www.observerbd.com/news.php?id=286657,2020,27-Nov,Man killed in road accident,"An indigenous day labourer died after falling down from a running trolley in Niamatpur upazila of Naogaon early Friday.Deceased Ramdas Pahan,40,was a resident in Adibasi para of Benipur village. The accident took place around 4:30am, sad Niamatpur police OC Humayun Kabir.TH/LY	    ","Niamatpur, Bangladesh","নিয়ামতপুর, নওগাঁ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",24.8260148,88.5785015
https://www.observerbd.com/news.php?id=286469,2020,26-Nov,3 killed in B'baria road accident,"3 killed in B'baria road accident Three people have been killed and five injured in a head-on collision between a passenger bus and a power tiller at Bijoynagar upazila Brahmanbaria.The deceased have been identified as Akter Mia, 50, of Chara Islampur village, Mohammad Ramzan Ali, 60, and Shariat Ullah, 30, son of Habib Miah, in Bijoynagar upazila.Officer-in-Charge of Bijoynagar Police Station Md Atiqur Rahman confirmed the accident.He said a Sylhet-bound bus of Satata Paribahan collided head-on with a power tiller in Rampur area near Jamuna Bricks at 7.30 pm on Wednesday, leaving three passengers of the power tiller dead on the spot.Five bus passengers, received injuries in the accident, were sent to hospital.LY ","Bijoynagar, Bangladesh","Bijoynagar Panir Tanker Goli, ফকিরাপুল, পল্টন, ঢাকা, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.7331035,90.4117655
https://www.observerbd.com/news.php?id=285522,2020,20-Nov,"Two killed, 5 injured in Naogaon road accident","Two killed, 5 injured in Naogaon road accidentTwo people died and five others were injured as two trucks collided head-on at Manda upazila in Naogaon district early Friday.The deceased were identified as Dinesh Chandra Barman, 38, son of Sharat Chandra Barman, and Dinesh Barman, 36, son of Dinbandhu Barman, hailed Angaria village at Bhurungamari upazila in Kurigram district.Witnesses and police sources said a straw-laden truck coming from Bhurungamari collided with another stone-laden one in Ferryghat area in front of Jonaky Hotel on the Naogaon-Rajshahi highway around 5:30 am, leaving two dead on the spot and five others injured.Fire fighting members rushed the injured to Manda Upazila Health Complex. Later, three of them were shifted to Rajshahi Medical College Hospital.Manda Police Station OC Shahinur Rahman confirmed the matter.SA/ALM ","Naogaon, Bangladesh","Naogaon, নওগাঁ জেলা, রাজশাহী বিভাগ, 6500, বাংলাদেশ",24.808119150000003,88.95266066504688
https://www.observerbd.com/news.php?id=285359,2020,19-Nov,Death toll from C'nawabganj accident rises to 9,"Death toll from C'nawabganj accident rises to 9  The death toll from the accident in Shibganj upazila of Chapainawabganj rose to nine as two more victims succumbed to their injuries at a hospital on Thursday.The deceased were identified as Abul Kashem, son of Nowshad Ali, Tazemul Haque and his son Mithun, Babu, son of Md Erfan Ali, Md Karim, son of Md Kabil Uddin, Milu, son of Amanul, Ahad Ali, son of Azizul Haque, Ataur Rahman, son of Rehman, and Votvoti driver Masud Rana.Fire Service and Civil Defence sources said a paddy-laden human hauler, locally known as Votvoti, turned turtle on the road at Shankopara area around 4:30am and fell into a roadside ditch while carrying 12 farmers, leaving seven dead on the spot and five injured.  The farmers were heading towards Baliadighi village of Sona Masjid from Naogaon after cutting paddy.Confirming the matter, Shibganj Police Station SI Azim said the wounded were admitted to Upazila Health Complex where two succumbed to their injuries later.PJ/TF7 killed as trolley overturns in C'nawabganj ","Shibganj, Bangladesh","শিবগঞ্জ, বগুড়া জেলা, রাজশাহী বিভাগ, বাংলাদেশ",25.0140345,89.359789
https://www.observerbd.com/news.php?id=285083,2020,17-Nov,Two killed in Laxmipur road accident,"Two killed in Laxmipur road accident Two people were killed as bus hit a CNG-run auto rickshaw in Chandraganj Police Station area of Laxmipur on Tuesday.Of the deceased, one was identified as Jamal Uddin, son of Abu Saed, a resident of Kamalnagar upazila.The police station OC Jasim Uddin said the bus hit the auto rickshaw on the Laxmipur-Noakhali highway at noon, leaving its driver and passenger Jamal dead on the spot.Being informed, highway police recovered the bodies.MB/GY ","Lakshmipur, Bangladesh","লক্ষ্মীপুর, লক্ষ্মীপুর জেলা, চট্টগ্রাম বিভাগ, 3700, বাংলাদেশ",22.9444179,90.827495
https://www.observerbd.com/news.php?id=284567,2020,14-Nov,Woman killed in Laxmipur road accident,"Woman killed in Laxmipur road accident A young woman killed in a road accident in Laxmipur’s Kamalnagar upazila on Saturday.The deceased was identified as Tamanna Akhter, 18, wife of Md Sharif, a resident in Sadar upazila.Locals said Tammana along with her elder brother boarding on a motorbike were going to Karunanagar area at noon. The car fell in a ditch in front of Charjangalia SC High School, leaving Tamanna dead on the spot.Kamalnagar Police Station OC Mohammad Nurul Abser confirmed the matter.BHJ/GY ","Lakshmipur, Bangladesh","লক্ষ্মীপুর, লক্ষ্মীপুর জেলা, চট্টগ্রাম বিভাগ, 3700, বাংলাদেশ",22.9444179,90.827495
https://www.observerbd.com/news.php?id=284394,2020,13-Nov,Man killed in Joypurhat road accident,"Man killed in Joypurhat road accident A man killed in a road accident in Joypurhat’s Khetlal upazila on Friday.The deceased was identified as Shamim Hossain, 25, son of Abdul Hakim, a resident of Awra village in Kalai upazila.Khetlal Police Station OC Nirendranath Mandal said the motorcycle of Shamim hit a road side tree in Matighor area in the afternoon after he lost control over the steering, leaving him critically injured.He then was taken to Adhunik Zila Hospital where the on-duty doctor declared him dead.SI/GY ","Khetlal, Bangladesh","Bogra - Khetlal Road, বগুড়া, বগুড়া জেলা, রাজশাহী বিভাগ, বাংলাদেশ",24.9473438,89.2940668
https://www.observerbd.com/news.php?id=283898,2020,10-Nov,Motorcyclist dies in Kurigram road accident,"Motorcyclist dies in Kurigram road accidentA motorcyclist died and his wife was injured as the vehicle hit a roadside tree at Ulipur upazila in Kurigram district on Tuesday afternoon.Deceased Nurunnabi Mia, 56, was a resident of Jogipara village in Ulipur municipality.The accident took place at Bosarbazar area on the Ulipur-Rajarhat road in the afternoon, leaving Nurunnabi dead on the spot and his wife Mamtaz Beegum, 50, critically injured.The injured was, first, taken to local Upazila Health Complex and, later, Rangpur Medical College Hospital.Ulipur Police Station officer in-charge (OC) Moazzam Hossain confirmed the matter.JAS/ALM ","Ulipur, Bangladesh","উলিপুর, বাংলাদেশ",25.6558768,89.6191027
https://www.observerbd.com/news.php?id=283418,2020,08-Nov,SCC employee killed in Sylhet road accident,"SYLHET, Nov 7: An employee of Sylhet City Corporation (SCC) was killed and two others were injured in a road accident in Lakkatura area under Sylhet Airport Police Station here last evening.The deceased was identified as Pias Chakrabarty, 29, a resident of Baghbari area of the city.Officer-in-Charge (OC) of Airport Police Station Shahadat Hossain said the accident occurred when a truck hit Pias motorcycle from the opposite direction in the area at around 9.00 pm, leaving Pias dead on the spot and two others injured.	    ","Sylhet, Bangladesh","সিলেট বিভাগ, বাংলাদেশ",24.59107805,91.71773617004385
